text,SNAP,Medicaid,Section8_Housing,TANF,LIHEAP,household_income_pct_fpl,housing_status,citizenship_status,has_dependent_children,has_utility_bills
I am currently unemployed and have been looking for work for 17 months. I am currently renting an apartment for $1709 per month. I live with my partner. I recently lost my employer-sponsored health insurance.,1,1,0,0,0,71,staying_with_family,citizen,False,False
"I recently lost my job at a local restaurant due to layoffs. I am staying with family temporarily as I cannot afford my own place. I live with my partner. My child has diabetes and needs ongoing medical care. My electricity bill has been very high this winter, around $253 per month.",0,0,0,0,1,142,staying_with_family,citizen,False,True
"I work 15 hours a week at retail shop, making $3924 monthly. I have been unhoused for 10 months and am staying in a shelter. I share an apartment with a roommate. I have no health insurance. My utility bills take up a large portion of my income.",0,0,0,0,0,327,renting,citizen,False,True
I recently lost my job at Target due to layoffs. I own my home but am struggling to keep up with the mortgage. I live with my spouse and 3 children. I have a chronic condition (arthritis) that requires regular medication. I received a shutoff notice for my gas service.,0,0,0,0,0,346,staying_with_family,citizen,True,True
I work part-time at a grocery store earning about $1260 per month. I am renting a room in a shared house for $1172 per month. I live alone. I am pregnant and currently uninsured. I received a shutoff notice for my gas service.,1,1,0,0,1,105,owned,citizen,False,True
"I am self-employed doing rideshare work, my income varies month to month. I am currently renting an apartment for $1575 per month. I live alone. I have no health insurance. My utility bills take up a large portion of my income.",0,0,0,0,0,393,owned,citizen,True,True
I recently lost my job at a small business due to layoffs. I am currently renting an apartment for $1053 per month. I live alone. I have been managing hypertension without proper medical care due to cost. I am behind on my heating bills by $269. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,77,owned,qualified_alien,True,True
"I work 15 hours a week at restaurant, making $3264 monthly. I recently became homeless after my landlord evicted me. I share an apartment with a roommate. I am pregnant and currently uninsured. I am behind on my heating bills by $183.",0,0,0,0,0,272,unhoused,citizen,False,True
I am currently unemployed and have been looking for work for 18 months. I recently became homeless after my landlord evicted me. I live with my spouse and 4 children. I have a chronic condition (arthritis) that requires regular medication. I do not have legal immigration status.,0,0,0,0,0,139,unhoused,undocumented,True,False
"I am self-employed doing food delivery work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I live with my partner. I have a chronic condition (diabetes) that requires regular medication. I do not have legal immigration status.",0,0,0,0,0,159,staying_with_family,undocumented,False,False
"I am a full-time caregiver for my father and have no outside income. I am currently renting an apartment for $1283 per month. I have 1 children ages 15, 4, 15. I have no health insurance. My electricity bill has been very high this winter, around $167 per month.",0,0,0,0,0,208,staying_with_family,citizen,True,True
"I work part-time at a grocery store earning about $528 per month. I am currently renting an apartment for $1441 per month. I share an apartment with a roommate. I have been managing arthritis without proper medical care due to cost. My electricity bill has been very high this winter, around $382 per month.",1,1,0,0,1,44,staying_with_family,citizen,False,True
"I am self-employed doing rideshare work, my income varies month to month. I am staying with family temporarily as I cannot afford my own place. I am a single parent with 4 kids. I recently lost my employer-sponsored health insurance. My electricity bill has been very high this winter, around $215 per month.",1,1,0,1,1,44,owned,citizen,True,True
"I recently lost my job at a local restaurant due to layoffs. I am renting a room in a shared house for $896 per month. I have 1 children ages 12, 7. I have been managing asthma without proper medical care due to cost. My electricity bill has been very high this winter, around $324 per month. I do not have legal immigration status.",0,0,0,0,0,186,owned,undocumented,True,True
"I receive disability benefits of $4536 per month and cannot work. I own my home but am struggling to keep up with the mortgage. My household includes myself, my partner, and our 2 children. My child has hypertension and needs ongoing medical care. I struggle every month to pay my utility bills on time. I do not have legal immigration status.",0,0,0,0,0,378,owned,undocumented,True,True
I receive disability benefits of $540 per month and cannot work. I am staying with family temporarily as I cannot afford my own place. I live alone. I have a chronic condition (asthma) that requires regular medication.,1,1,1,0,0,45,renting,citizen,False,False
I am currently unemployed and have been looking for work for 5 months. I own my home but am struggling to keep up with the mortgage. I am a single parent with 2 kids. I recently lost my employer-sponsored health insurance. I am behind on my heating bills by $422.,1,1,0,0,1,116,renting,citizen,True,True
